,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198601,    3.92,    0.99,    0.58,    1.64,    0.76,    1.48,    1.64,   -0.35,    1.91,    0.20,    1.46,    1.73,    1.17,    0.07,    3.25,   -1.28,    1.06,    1.55,    2.63
198602,    5.31,    7.91,    8.10,    6.88,    7.50,    9.58,    8.02,    6.78,    7.04,    6.36,    8.87,    9.27,    9.96,    7.03,    9.01,    6.96,    6.52,    6.60,    7.91
198603,    6.39,    5.94,    5.74,    4.44,    5.60,    6.76,    5.64,    4.74,    4.79,    5.30,    5.96,    7.07,    6.38,    5.25,    6.02,    5.45,    3.68,    5.65,    3.15
198604,    4.52,    0.80,   -1.37,   -2.94,    0.91,   -0.14,   -1.56,   -2.13,   -2.81,    2.36,   -0.79,    0.43,   -0.87,   -0.27,   -2.82,   -1.42,   -3.22,   -2.30,   -3.80
198605,   10.11,    5.14,    5.51,    4.90,    5.27,    5.26,    4.40,    5.92,    5.03,    4.94,    5.68,    4.69,    6.01,    4.41,    4.40,    6.76,    4.59,    5.99,    3.13
198606,   -2.02,    1.56,    1.15,    2.51,    1.79,    1.34,    1.08,    1.25,    2.64,    1.59,    2.03,    0.80,    2.04,    1.19,    0.97,    0.65,    2.21,    4.19,   -0.55
198607,  -12.20,   -7.67,   -5.63,   -2.96,   -7.89,   -6.74,   -6.02,   -3.28,   -3.52,   -8.06,   -7.74,   -6.97,   -6.39,   -5.96,   -6.09,   -4.44,   -1.92,   -2.01,   -5.94
198608,    5.26,    4.42,    7.95,    8.98,    4.19,    5.90,    5.93,    9.65,    9.93,    3.04,    5.18,    5.10,    7.10,    4.99,    7.20,   11.76,    7.25,    9.18,   11.20
198609,   -8.65,   -9.84,   -7.04,   -6.94,   -9.80,   -9.18,   -7.00,   -7.33,   -6.14,  -11.23,   -8.60,   -9.95,   -8.07,   -7.83,   -5.91,   -6.40,   -8.46,   -8.46,   -2.33
198610,    4.10,    5.49,    4.98,    5.16,    5.07,    6.16,    5.41,    4.55,    5.18,    7.44,    3.14,    6.74,    5.31,    6.30,    4.25,    4.11,    5.10,    5.86,    4.16
198611,   -0.60,    1.88,    1.72,    1.40,    1.99,    1.48,    1.84,    1.65,    1.35,    1.04,    2.80,    1.54,    1.38,    2.53,    0.94,    1.78,    1.50,    1.66,    0.87
198612,   -4.69,   -2.46,   -3.06,   -2.84,   -2.35,   -2.48,   -3.90,   -2.72,   -2.77,   -2.00,   -2.65,   -2.78,   -2.05,   -4.00,   -3.77,   -2.52,   -2.97,   -3.72,   -1.29
198701,   17.96,   13.74,   12.97,   10.80,   13.43,   14.88,   10.81,   12.10,   11.67,   13.60,   13.30,   14.65,   15.20,   10.97,   10.60,   14.51,    9.15,   12.48,   10.42
198702,    6.10,    7.68,    3.87,    0.47,    8.29,    6.62,    4.10,    0.87,    0.27,    9.04,    7.65,    5.81,    7.81,    2.15,    6.73,    0.86,    0.87,    0.41,    0.04
198703,    2.42,    1.66,    2.33,    2.61,    1.45,    2.21,    0.87,    2.82,    3.68,    1.07,    1.79,    2.30,    2.08,    1.32,    0.29,    4.59,    0.50,    1.64,    6.89
198704,   -1.83,   -1.91,   -1.24,   -1.68,   -1.86,   -1.62,   -2.54,   -1.22,   -0.84,   -3.55,   -0.41,   -2.09,   -0.96,   -2.97,   -1.99,    0.38,   -3.39,   -0.12,   -1.91
198705,    2.00,    1.17,   -0.09,    0.77,    1.61,   -0.27,   -0.13,    0.53,    0.62,    1.40,    1.78,   -0.21,   -0.36,    0.30,   -0.70,    0.15,    1.07,    0.01,    1.56
198706,   -0.18,    4.32,    5.14,    4.58,    4.22,    4.41,    5.50,    4.79,    4.87,    4.45,    4.03,    4.63,    4.10,    6.57,    4.11,    5.37,    3.98,    4.53,    5.42
198707,    9.95,    5.17,    3.46,    3.94,    5.14,    3.45,    5.43,    2.98,    3.88,    4.89,    5.42,    5.25,    1.81,    7.24,    3.64,    2.35,    4.07,    2.85,    5.49
198708,   -0.42,    4.46,    4.29,    2.77,    4.51,    4.72,    3.55,    4.29,    2.32,    3.70,    5.39,    4.34,    5.09,    4.01,    3.07,    4.59,    3.78,    3.28,    0.85
198709,   -0.38,   -2.01,   -2.16,   -2.43,   -2.27,   -3.26,   -0.65,   -1.99,   -2.11,   -3.87,   -0.54,   -1.24,   -5.19,   -0.44,   -0.87,   -1.32,   -3.13,   -2.42,   -1.63
198710,  -35.14,  -24.22,  -21.13,  -20.41,  -23.75,  -24.58,  -23.27,  -16.98,  -21.03,  -22.71,  -24.84,  -25.65,  -23.53,  -23.67,  -22.84,  -15.81,  -19.03,  -19.14,  -23.94
198711,   -7.72,   -8.57,   -7.42,   -5.56,   -8.95,   -7.39,   -7.06,   -6.72,   -6.04,   -9.53,   -8.32,   -7.41,   -7.36,   -8.81,   -5.23,   -7.94,   -4.50,   -8.37,   -2.24
198712,    7.52,    9.18,    6.44,    4.90,    9.11,    8.15,    7.93,    3.66,    5.79,    8.71,    9.54,    9.39,    6.96,    8.13,    7.73,    4.04,    3.00,    6.00,    5.45
198801,   -1.23,    2.07,    5.58,    7.80,    2.05,    2.46,    5.16,    8.24,    7.91,    1.95,    2.16,    2.12,    2.79,    7.16,    3.16,    8.63,    7.54,    9.73,    5.07
198802,   13.59,    5.72,    4.97,    3.85,    5.55,    6.56,    5.53,    2.96,    3.98,    5.31,    5.81,    6.24,    6.88,    5.94,    5.10,    2.62,    3.56,    2.63,    6.19
198803,    6.02,   -2.37,   -2.41,   -0.73,   -2.99,   -2.14,   -1.82,   -2.59,    0.53,   -2.09,   -3.95,   -0.51,   -3.73,   -2.51,   -1.09,   -2.06,   -3.54,    0.53,    0.54
198804,    4.24,   -0.43,    2.07,    1.66,   -0.49,    1.05,    1.64,    1.76,    2.12,   -1.20,    0.28,   -0.24,    2.36,    0.71,    2.60,    2.41,    0.59,    2.53,    1.47
198805,   -5.29,   -0.32,    0.35,    1.83,   -0.43,   -0.15,   -0.59,    2.20,    1.66,   -0.43,   -0.44,   -0.01,   -0.30,   -0.02,   -1.16,    2.19,    2.21,    1.58,    1.80
198806,    6.86,    5.10,    5.76,    4.24,    4.99,    6.98,    5.86,    3.59,    4.30,    4.74,    5.25,    5.44,    8.50,    5.90,    5.82,    3.32,    4.09,    2.89,    6.55
198807,    2.30,   -1.63,   -0.28,    0.25,   -1.61,   -1.42,   -0.01,    0.11,    0.59,   -1.43,   -1.79,   -1.71,   -1.19,    0.31,   -0.35,    0.36,   -0.16,    0.75,    0.36
198808,   -6.83,   -3.02,   -2.97,   -1.36,   -3.14,   -4.39,   -2.03,   -1.02,   -1.85,   -2.73,   -3.57,   -2.56,   -5.77,   -2.37,   -1.66,   -1.26,   -0.78,   -1.79,   -1.92
198809,   -0.01,    4.80,    3.43,    3.50,    5.08,    4.30,    2.51,    3.45,    3.77,    4.92,    5.26,    3.72,    4.76,    1.01,    4.15,    3.72,    3.17,    3.65,    3.94
198810,   -3.21,    1.80,    1.73,    2.68,    0.91,    3.66,    1.40,    1.78,    3.20,   -0.13,    2.00,    5.22,    2.45,    0.99,    1.84,    1.50,    2.07,    2.14,    4.63
198811,   -4.72,   -1.91,   -1.93,   -0.65,   -2.09,   -1.60,   -2.42,   -0.87,   -0.48,   -2.14,   -2.04,   -1.23,   -1.90,   -2.02,   -2.85,   -0.88,   -0.85,   -0.87,    0.03
198812,    2.42,    2.90,    1.81,    1.04,    2.89,    2.48,    1.96,    1.18,    0.80,    3.04,    2.74,    2.91,    2.15,    2.56,    1.33,    1.03,    1.33,    1.12,    0.38
198901,   13.64,    6.79,    6.37,    6.81,    6.98,    6.49,    6.11,    6.07,    7.64,    6.52,    7.47,    6.07,    6.81,    6.54,    5.64,    6.34,    5.81,    7.35,    8.03
198902,    3.09,   -2.05,   -1.77,   -1.00,   -2.34,   -1.78,   -1.75,   -0.94,   -1.05,   -1.63,   -3.10,   -0.96,   -2.41,   -2.43,   -1.00,   -0.95,   -0.93,   -1.12,   -0.96
198903,   -0.63,    2.52,    1.78,    2.72,    2.47,    0.89,    3.48,    2.38,    2.01,    2.82,    2.08,    2.74,   -0.55,    3.38,    3.58,    1.18,    3.58,    1.85,    2.21
198904,    4.51,    5.87,    4.73,    4.01,    6.07,    4.79,    4.82,    4.31,    4.20,    5.99,    6.15,    5.15,    4.50,    3.08,    6.73,    4.84,    3.77,    4.53,    3.78
198905,    3.87,    4.80,    3.56,    3.94,    4.70,    3.29,    4.12,    4.27,    3.93,    5.04,    4.32,    5.25,    1.87,    4.03,    4.21,    4.59,    3.95,    4.01,    3.83
198906,    1.91,   -1.19,   -0.37,    0.35,   -1.09,   -0.88,   -0.81,   -0.14,    1.37,   -1.94,   -0.18,   -1.61,   -0.33,   -0.27,   -1.38,    0.57,   -0.86,    0.00,    3.21
198907,    8.30,    9.96,    6.85,    5.84,    9.98,    8.80,    6.16,    6.83,    5.95,   10.44,    9.30,    9.93,    7.14,    5.46,    6.96,    8.05,    5.70,    6.18,    5.55
198908,    3.15,    1.28,    2.94,    2.45,    0.92,    2.51,    3.12,    2.31,    2.46,    0.34,    1.79,    2.00,    3.27,    3.07,    3.18,    2.19,    2.43,    2.78,    1.93
198909,   -3.26,    0.56,   -0.74,    0.06,    1.06,   -1.11,   -0.50,    0.48,   -0.38,    2.21,   -0.64,   -0.43,   -2.13,    0.02,   -1.08,    0.31,    0.64,   -0.22,   -0.66
198910,   -8.61,   -1.83,   -4.04,   -2.74,   -1.08,   -3.93,   -4.05,   -3.34,   -2.12,   -0.93,   -1.30,   -3.34,   -4.82,   -3.49,   -4.68,   -3.14,   -3.53,   -1.21,   -3.68
198911,    3.96,    2.13,    1.66,    0.87,    1.77,    2.29,    1.90,    1.10,    0.96,    2.25,    1.05,    2.89,    1.37,    2.57,    1.13,    1.47,    0.75,    1.15,    0.64
198912,   -0.44,    1.50,    2.20,    2.18,    0.90,    1.03,    3.25,    3.89,    0.96,    0.84,    0.99,    2.71,   -1.56,    3.53,    2.93,    4.04,    3.75,    0.55,    1.71
199001,   -9.52,   -7.68,   -6.42,   -7.31,   -7.82,   -6.12,   -7.35,   -7.40,   -6.85,   -7.98,   -7.58,   -7.40,   -4.02,   -6.58,   -8.25,   -6.88,   -7.90,   -6.39,   -7.67
199002,    3.19,    0.63,    2.26,    2.53,    0.62,    1.99,    2.26,    1.52,    2.40,    0.36,    1.01,    0.65,    4.09,    2.21,    2.31,    0.31,    2.71,    3.04,    1.23
199003,    0.96,    4.20,    1.63,    0.54,    4.09,    3.79,    0.98,    0.97,    0.77,    4.49,    3.50,    4.41,    2.84,    0.52,    1.51,    1.74,    0.24,    1.65,   -0.85
199004,   -6.15,   -1.17,   -3.40,   -4.47,   -0.60,   -1.86,   -4.01,   -4.37,   -4.64,   -0.17,   -1.23,   -2.28,   -1.21,   -3.23,   -4.92,   -4.50,   -4.24,   -3.93,   -5.99
199005,    8.13,   10.58,    8.42,    7.05,   11.17,   10.30,    7.77,    6.33,    7.44,   13.08,    8.35,    9.40,   11.68,    8.05,    7.45,    6.09,    6.56,    8.52,    5.33
199006,   -1.78,    1.22,   -2.15,   -1.38,    2.58,   -1.66,   -2.06,   -2.77,   -0.24,    2.69,    2.41,   -1.53,   -1.86,   -1.53,   -2.69,   -2.69,   -2.85,   -0.50,    0.26
199007,   -3.14,   -1.56,   -0.33,   -2.12,   -1.44,   -1.62,    0.73,   -2.10,   -2.62,   -1.20,   -1.81,   -1.87,   -1.28,    2.11,   -1.04,   -2.73,   -1.37,   -2.11,   -3.54
199008,  -14.93,  -10.12,   -8.32,  -10.15,   -9.46,  -10.77,   -7.61,   -9.52,  -10.59,   -8.81,  -10.51,  -11.86,   -9.30,   -7.51,   -7.74,   -9.53,   -9.51,   -9.87,  -11.89
199009,   -9.59,   -6.11,   -4.10,   -6.64,   -5.70,   -5.73,   -3.09,   -6.93,   -7.58,   -6.41,   -4.54,   -7.21,   -3.77,   -3.17,   -2.98,   -8.37,   -5.29,   -6.28,   -9.97
199010,   -9.70,   -0.10,   -2.31,   -0.22,    0.49,   -2.31,   -1.95,   -0.90,   -1.05,    0.51,    0.46,   -1.73,   -3.06,   -0.52,   -3.84,   -2.57,    0.95,    0.15,   -3.36
199011,    7.22,    7.50,    6.78,    5.08,    7.13,    7.67,    6.51,    6.91,    4.77,    8.06,    5.63,    8.54,    6.54,    6.19,    6.93,    8.24,    5.49,    5.38,    3.57
199012,    6.82,    3.77,    2.52,    2.00,    3.53,    3.79,    2.11,    3.00,    1.70,    3.52,    3.54,    4.45,    2.92,    2.43,    1.68,    3.53,    2.42,    2.53,    0.01
199101,    7.09,    6.51,    3.65,    4.95,    6.00,    5.90,    3.05,    5.89,    4.90,    5.98,    6.04,    7.93,    3.21,    1.33,    5.41,    6.66,    5.03,    3.93,    6.90
199102,   12.24,    8.12,    6.79,    7.76,    8.43,    7.79,    5.99,    7.24,    8.19,    8.37,    8.53,    7.28,    8.50,    5.79,    6.26,    7.31,    7.16,    7.53,    9.52
199103,    3.85,    4.27,    1.56,    3.23,    4.94,    2.38,    1.06,    3.02,    2.73,    5.32,    4.31,    2.37,    2.38,    2.73,   -1.13,    2.23,    3.92,    3.30,    1.61
199104,   -0.67,   -0.28,    0.85,    0.53,   -0.23,    0.05,    0.64,    1.50,    0.13,    0.09,   -0.77,   -0.43,    0.69,    1.31,   -0.29,    1.90,    1.06,    0.52,   -0.63
199105,    4.41,    4.70,    2.99,    4.83,    4.26,    4.82,    2.55,    4.07,    5.52,    4.59,    3.71,    5.99,    3.25,    2.01,    3.30,    4.22,    3.90,    3.60,    9.41
199106,   -3.95,   -4.93,   -4.16,   -3.79,   -4.59,   -5.29,   -3.94,   -4.01,   -4.05,   -4.32,   -5.04,   -5.91,   -4.43,   -3.21,   -4.95,   -4.53,   -3.42,   -3.61,   -4.89
199107,    5.36,    5.35,    3.99,    3.91,    6.23,    3.18,    4.18,    4.57,    3.26,    7.38,    3.63,    2.66,    3.57,    4.44,    3.82,    4.71,    4.44,    3.59,    2.80
199108,    2.97,    3.42,    1.95,    2.37,    4.06,    1.14,    2.73,    2.23,    3.14,    4.38,    3.30,    1.41,    0.94,    2.03,    3.72,    2.80,    1.73,    4.63,    1.00
199109,    1.61,   -1.97,    0.10,   -1.71,   -1.66,   -1.09,   -0.75,    0.17,   -2.24,   -1.81,   -1.29,   -2.99,    0.36,   -1.33,    0.07,    1.77,   -1.27,   -1.61,   -3.19
199110,   -0.28,    1.61,    1.75,    1.78,    1.73,    0.96,    1.86,    2.77,    2.34,    2.28,    0.41,    1.24,    0.75,    1.64,    2.16,    4.35,    1.32,    3.02,    1.31
199111,   -5.45,   -2.67,   -4.44,   -5.58,   -1.58,   -5.35,   -4.88,   -3.56,   -6.80,   -0.12,   -5.13,   -6.22,   -4.70,   -4.91,   -4.83,   -2.50,   -4.56,   -6.47,   -7.30
199112,   12.48,   14.15,    7.56,    8.69,   14.82,    8.91,    8.25,    7.30,   11.09,   15.67,   12.63,   11.82,    6.77,    8.47,    7.95,    7.91,    6.70,   11.70,   10.14
199201,    4.50,   -1.61,   -0.62,    5.32,   -2.02,   -0.88,   -0.23,    1.63,    8.35,   -2.98,    0.51,   -0.16,   -1.44,   -0.63,    0.31,    0.57,    2.69,    5.41,   12.90
199202,    4.47,    0.40,    0.96,    6.92,    0.10,    0.35,    2.18,    3.69,    8.29,   -0.31,    1.15,    1.44,   -0.50,    1.94,    2.49,    1.69,    5.66,    5.83,   11.86
199203,   -4.96,   -3.03,   -1.27,   -1.03,   -3.49,   -1.81,   -0.62,   -0.99,   -0.89,   -3.44,   -3.61,   -1.45,   -2.10,    0.32,   -1.89,   -0.80,   -1.16,   -1.92,    0.49
199204,   -1.90,   -0.23,    4.18,    3.06,   -0.95,    4.07,    3.41,    2.19,    4.46,   -1.56,    0.56,    2.20,    5.58,    3.86,    2.79,    2.63,    1.77,    2.71,    6.68
199205,   -2.04,    0.78,    0.51,    0.72,    0.94,    0.33,    0.56,    0.43,    1.28,    1.07,    0.63,    0.25,    0.40,   -0.36,    1.84,    0.67,    0.20,    1.55,    0.95
199206,   -6.34,   -2.73,   -1.36,    0.05,   -3.21,   -0.87,   -2.17,   -0.53,    0.11,   -3.48,   -2.57,   -1.15,   -0.65,   -2.27,   -2.04,   -1.08,   -0.01,   -0.93,    1.34
199207,    1.92,    4.20,    4.51,    2.47,    4.79,    3.72,    3.95,    4.63,    1.15,    4.91,    4.45,    2.31,    5.68,    4.92,    2.71,    5.08,    4.12,    3.23,   -1.03
199208,   -5.94,   -1.40,   -2.09,   -4.53,   -1.09,   -2.99,   -1.35,   -2.49,   -6.36,   -1.05,   -1.17,   -2.44,   -3.73,   -0.86,   -2.00,   -2.65,   -2.30,   -3.77,   -9.19
199209,    6.32,    1.61,    1.01,    1.19,    0.87,    3.21,    0.77,    1.21,    0.60,    0.16,    2.83,    4.07,    2.04,    0.69,    0.87,    0.62,    1.88,    1.62,   -0.58
199210,    4.27,    2.55,   -0.67,    1.16,    2.65,    1.71,   -1.72,    0.90,    1.47,    2.28,    3.63,    2.24,    0.97,   -0.80,   -2.94,    0.99,    0.80,    1.82,    1.05
199211,    8.09,    4.99,    2.88,    4.99,    4.74,    5.30,    2.03,    3.29,    6.83,    4.19,    6.21,    5.79,    4.62,    2.13,    1.88,    3.68,    2.86,    5.49,    8.42
199212,    1.31,    0.85,    2.24,    3.74,   -0.09,    3.44,    1.63,    3.61,    3.76,   -0.61,    1.26,    3.87,    2.84,    3.20,   -0.49,    3.51,    3.73,    3.55,    3.99
199301,    3.84,   -0.90,    1.69,    5.70,   -1.82,    1.57,    1.43,    3.40,    7.52,   -2.69,    0.42,    1.95,    1.04,    1.06,    1.95,    3.30,    3.52,    5.48,    9.85
199302,   -2.23,   -2.65,    3.73,    2.73,   -3.86,    1.57,    4.11,    3.82,    2.01,   -4.20,   -3.02,    0.95,    2.46,    3.89,    4.42,    3.98,    3.63,    2.88,    1.04
199303,    6.53,    1.79,    3.03,    2.93,    1.20,    3.63,    3.08,    2.09,    3.50,    0.81,    2.14,    3.49,    3.84,    3.01,    3.17,    1.98,    2.22,    2.05,    5.12
199304,   -0.03,   -4.92,   -0.94,   -1.38,   -5.66,   -2.30,   -0.79,   -1.53,   -0.55,   -5.99,   -4.86,   -2.85,   -1.52,   -0.61,   -1.04,   -0.76,   -2.41,   -1.95,    0.96
199305,    5.59,    4.23,    2.45,    1.10,    4.10,    4.53,    1.97,    1.30,    1.26,    4.42,    3.34,    4.58,    4.46,    1.74,    2.28,    1.66,    0.89,    1.85,    0.63
199306,   -0.25,   -0.87,    1.12,    3.17,   -1.82,    0.97,    1.28,    2.22,    3.65,   -2.06,   -1.24,    1.66,   -0.01,    1.17,    1.43,    1.94,    2.55,    3.16,    4.17
199307,    5.00,   -1.84,    1.33,    1.34,   -2.80,    0.05,    1.89,    1.79,    0.69,   -3.30,   -2.01,    0.37,   -0.55,    2.48,    0.98,    1.61,    2.06,    0.16,    1.73
199308,   10.29,    3.52,    4.04,    4.03,    3.89,    3.19,    3.99,    4.12,    3.89,    3.37,    4.68,    2.72,    4.12,    3.78,    4.32,    4.08,    4.18,    4.77,    2.20
199309,    1.53,   -0.56,    0.80,   -0.09,   -0.44,   -0.70,    0.61,    1.17,    0.10,   -0.36,   -0.56,   -0.84,   -0.42,   -0.05,    1.64,    2.11,   -0.30,   -0.33,    0.94
199310,    9.58,    3.36,    0.07,   -0.28,    4.41,    1.18,   -0.42,   -0.30,    0.09,    4.21,    4.73,    0.97,    1.59,   -0.16,   -0.83,   -0.05,   -0.69,   -0.25,    0.76
199311,   -7.46,   -0.25,   -2.71,   -2.26,    0.56,   -2.11,   -2.27,   -3.71,   -1.46,    0.93,    0.00,   -2.13,   -2.07,   -2.45,   -1.99,   -4.07,   -3.14,   -0.56,   -3.17
199312,    3.06,    1.55,    2.05,    2.29,    1.07,    3.14,    1.69,    1.73,    2.18,    0.54,    1.89,    2.69,    4.00,    1.55,    1.91,    1.30,    2.42,    2.19,    2.15
199401,    0.00,    2.38,    4.29,    2.28,    1.81,    4.24,    3.86,    3.05,    3.61,    1.09,    2.90,    3.71,    5.25,    4.19,    3.35,    4.47,    0.82,    2.77,    5.36
199402,   -2.73,   -1.69,   -2.66,   -4.04,   -1.66,   -1.28,   -2.77,   -4.31,   -3.68,   -1.67,   -1.65,   -1.77,   -0.38,   -2.78,   -2.76,   -4.23,   -4.44,   -4.33,   -2.39
199403,   -6.73,   -4.83,   -3.99,   -3.57,   -5.19,   -4.28,   -3.70,   -3.80,   -3.59,   -5.24,   -5.11,   -4.00,   -4.80,   -3.40,   -4.16,   -3.96,   -3.54,   -2.39,   -5.96
199404,   -3.26,    0.47,    1.71,    1.60,    0.64,    0.45,    1.98,    1.51,    1.77,    0.59,    0.72,    0.08,    1.16,    1.66,    2.47,    1.58,    1.40,    1.61,    2.10
199405,    0.76,    1.03,    1.24,   -0.05,    0.42,    1.56,    2.02,   -0.26,    1.40,    0.52,    0.28,    2.43,   -0.04,    2.67,    1.02,    0.60,   -1.68,    1.88,    0.42
199406,   -0.49,   -3.27,   -1.91,   -2.49,   -3.47,   -2.62,   -2.14,   -1.41,   -3.06,   -3.81,   -2.95,   -2.82,   -2.23,   -2.51,   -1.58,   -1.15,   -1.83,   -3.71,   -1.74
199407,    2.31,    2.77,    3.59,    3.15,    2.89,    2.85,    3.67,    3.93,    2.18,    2.30,    3.69,    2.38,    3.40,    2.27,    4.90,    3.69,    4.14,    2.56,    1.53
199408,    5.09,    5.39,    3.19,    3.71,    5.90,    3.90,    2.49,    3.53,    3.92,    6.15,    5.57,    3.73,    4.09,    2.02,    2.89,    3.56,    3.51,    4.42,    3.05
199409,    1.89,   -1.27,   -2.71,   -3.46,   -0.96,   -2.88,   -2.25,   -3.17,   -3.21,   -0.26,   -1.89,   -2.32,   -3.53,   -3.15,   -1.50,   -2.56,   -3.71,   -3.93,   -1.94
199410,   -0.41,    1.87,    2.52,    0.17,    2.15,    1.97,    2.56,    0.85,   -0.10,    2.33,    1.91,    0.91,    3.21,    0.48,    4.27,    1.32,    0.43,    0.12,   -0.48
199411,   -6.00,   -3.28,   -3.48,   -4.58,   -2.60,   -4.85,   -3.14,   -4.55,   -3.80,   -2.51,   -2.71,   -5.71,   -3.89,   -4.25,   -2.26,   -3.68,   -5.35,   -3.71,   -3.97
199412,    1.80,    1.47,    1.31,    0.70,    1.56,    1.23,    1.04,    1.31,    0.74,    0.82,    2.57,    1.15,    1.31,    1.35,    0.80,    2.00,    0.66,    0.75,    0.71
199501,   -0.94,    1.93,    2.11,    4.28,    1.99,    1.38,    2.67,    3.44,    4.15,    1.41,    2.78,    1.70,    1.03,    2.55,    2.77,    2.40,    4.42,    5.06,    2.53
199502,    5.41,    3.83,    3.82,    5.04,    3.71,    4.62,    3.39,    3.71,    5.81,    3.46,    4.04,    4.30,    4.98,    4.31,    2.67,    3.13,    4.26,    6.30,    4.94
199503,    0.07,    2.97,    3.02,    0.54,    2.81,    3.65,    3.19,    0.70,    1.06,    2.98,    2.58,    3.57,    3.73,    2.52,    3.70,    1.45,    0.00,    0.88,    1.39
199504,    1.40,    2.24,    2.83,    3.44,    2.18,    2.89,    2.75,    2.22,    4.56,    1.71,    2.81,    2.44,    3.38,    1.33,    3.83,    2.14,    2.30,    3.81,    5.91
199505,    1.28,    3.07,    3.76,    5.03,    3.43,    2.41,    3.78,    5.10,    4.71,    3.40,    3.48,    1.76,    3.10,    3.55,    3.95,    4.81,    5.37,    4.75,    4.64
199506,    4.34,    3.79,    2.12,    2.43,    4.19,    2.95,    1.09,    2.14,    2.87,    4.60,    3.63,    2.30,    3.63,    0.65,    1.41,    2.32,    1.98,    3.07,    2.49
199507,    9.31,    4.11,    4.02,    3.98,    4.07,    4.45,    4.14,    3.49,    3.88,    4.17,    3.91,    4.30,    4.67,    4.27,    3.88,    2.86,    4.09,    3.79,    4.02
199508,    2.48,    0.17,    1.12,    3.82,    0.11,    0.73,    0.67,    3.01,    4.02,    0.39,   -0.28,    0.38,    1.25,    0.38,    1.27,    2.38,    3.61,    3.70,    4.59
199509,    1.71,    4.32,    3.05,    4.36,    4.92,    2.61,    2.90,    3.72,    4.50,    5.25,    4.45,    2.10,    3.34,    2.16,    4.37,    3.19,    4.22,    4.68,    4.17
199510,   -5.85,   -0.15,   -1.63,   -2.73,   -0.48,   -0.89,   -0.30,   -2.80,   -3.08,    0.33,   -1.63,    1.15,   -3.73,    0.17,   -1.23,   -3.26,   -2.37,   -3.26,   -2.75
199511,    3.43,    4.13,    4.51,    4.94,    4.84,    2.79,    4.48,    4.86,    4.47,    4.67,    5.07,    1.39,    4.85,    3.88,    5.65,    4.23,    5.44,    4.53,    4.38
199512,    0.32,    0.85,    2.60,    1.50,    0.83,    1.39,    3.34,    1.12,    1.65,   -0.05,    2.08,    0.94,    2.00,    3.66,    2.73,    0.87,    1.34,    1.54,    1.85
199601,   -0.18,    2.91,    2.59,    2.66,    3.30,    1.98,    2.74,    2.23,    2.60,    3.16,    3.50,    1.31,    2.90,    2.86,    2.51,    1.67,    2.73,    2.86,    2.16
